"p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Tpm1",1.88826459543861e-05,-0.457977636929274,0.232,0.58,0.0956406017589658
"Phpt1",1.91735272526773e-05,-0.346069636366742,0.125,0.445,0.0971139155348106
"Nudt5",1.91932256917079e-05,-0.589817510003576,0.036,0.305,0.0972136881285007
"Vdr",1.96474909709422e-05,-0.588022287458235,0.143,0.446,0.0995145417678222
"Bcas2",1.97253399705009e-05,-0.526248776761085,0.214,0.542,0.0999088469505872
"Pdzd11",1.98707660783532e-05,-0.51461035025425,0.018,0.273,0.100645430186859
"Rex1bd",2.01548381260052e-05,-0.394159973225956,0.196,0.536,0.102084255108216
"Tmem97",2.03948119400447e-05,-0.562767042390693,0.161,0.471,0.103299722476326
"Mrpl17",2.05615059933242e-05,-0.387510206236537,0.125,0.461,0.104144027856187
"Smarcd2",2.06189146860749e-05,-0.555399409299221,0.071,0.36,0.104434802884969
"Rpl13a-ps1",2.06325925202699e-05,-0.392098187911468,0.036,0.315,0.104504081115167
"Ppp5c",2.07334525566355e-05,-0.567979914386372,0.071,0.36,0.105014937199359
"Kdelr1",2.07611323933142e-05,-0.46846549761882,0.179,0.514,0.105155135572136
"Hmga1",2.077613588107e-05,-0.475048277599482,0.036,0.305,0.10523112823762
"Csnk1a1",2.12738385778726e-05,-0.551482455887136,0.125,0.438,0.107751992396925
"Dnajc8",2.24015741526885e-05,-0.558198984760397,0.143,0.431,0.113463973083367
"Lrrc59",2.27834974922275e-05,-0.59160787124735,0.196,0.489,0.115398414798132
"Gsr",2.30569314501184e-05,-0.545717772978697,0.232,0.555,0.11678335779485
"Naa20",2.30638675726445e-05,-0.557817590897221,0.107,0.388,0.116818489255445
"Tardbp",2.31306901423114e-05,-0.601717933087479,0.107,0.388,0.117156945570807
"Hacd1",2.37310768592545e-05,-0.473499838829139,0.161,0.491,0.120197904292124
"Ezr",2.49347957912785e-05,-0.629087001541911,0.107,0.401,0.126294740682825
"Ctss",2.49387487332112e-05,-0.571128591557264,0.018,0.275,0.126314762333715
"Mettl26",2.49702352184896e-05,-0.456411400910736,0.179,0.51,0.12647424138165
"Aamp",2.50931854121602e-05,-0.429294501402161,0.161,0.493,0.127096984112591
"Ssb",2.52768778681421e-05,-0.533702240949563,0.161,0.481,0.12802738640214
"Pepd",2.54312342145657e-05,-0.858131450925993,0.071,0.337,0.128809201296775
"Rbm47",2.60035085103049e-05,-0.613513805070557,0.089,0.364,0.131707770604694
"Eif2a",2.61246924762845e-05,-0.520162737326214,0.071,0.356,0.132321567392381
"Npepps",2.70155151854362e-05,-0.523310878596337,0.071,0.357,0.136833584414234
"Mecr",2.7057963882159e-05,-0.509269275211603,0.071,0.35,0.137048587063135
"Plpp2",2.71519966664559e-05,-0.499199294311153,0.214,0.557,0.137524863115599
"Arpc1a",2.74585741224413e-05,-0.569773336247813,0.25,0.567,0.139077677930165
"Mdp1",2.75057431011877e-05,-0.518844466399147,0.089,0.386,0.139316588807516
"Eif5",2.75383068315209e-05,-0.461992080218431,0.268,0.613,0.139481524101653
"Ubald2",2.76365038660918e-05,-0.563171380464713,0.268,0.592,0.139978892081755
"Txnl4a",2.85074214739088e-05,-0.462303497592341,0.107,0.406,0.144390089765348
"Map1lc3b",2.85460236685751e-05,-0.305229010940124,0.232,0.559,0.144585609881333
"Ywhaz",2.87577743798184e-05,-0.514509575501646,0.196,0.521,0.14565812723378
"Alyref",2.87666162960249e-05,-0.469159524871163,0.089,0.378,0.145702911539366
"Pa2g4",2.87719199141841e-05,-0.590183916327177,0.286,0.577,0.145729774365342
"Cryl1",2.97660256200015e-05,-0.506690232863829,0.089,0.377,0.150764919765307
"Eloc",2.99761527709491e-05,-0.493904778886046,0.089,0.369,0.151829213784857
"Anp32e",3.06242211256056e-05,-0.525906881992514,0.071,0.351,0.155111680001192
"Qars",3.06477940599936e-05,-0.529851379509588,0.107,0.397,0.155231076913868
"Cnih4",3.06952122479362e-05,-0.53926372514107,0.089,0.376,0.155471250035797
"Cenpv",3.12948224462194e-05,-0.507472466389401,0.089,0.365,0.158508275690101
"Carhsp1",3.13087449260308e-05,-0.417981582518501,0.161,0.494,0.158578793050346
"Derl1",3.14545721882757e-05,-0.557204851577154,0.071,0.35,0.159317408133616
"Ddrgk1",3.1568050388641e-05,-0.521940087162905,0.179,0.488,0.159892175218467
"Mrps5",3.22508797106077e-05,-0.493138403847746,0.107,0.405,0.163350705734228
"Rbmxl1",3.27138454999848e-05,-0.549131159200546,0.089,0.371,0.165695627457423
"Xpnpep1",3.28455255844959e-05,-0.555775347857005,0.089,0.368,0.166362587085472
"Bri3bp",3.29343904456798e-05,-0.532659853646935,0.018,0.269,0.166812687607368
"Alad",3.33045720756146e-05,-0.542772001625259,0.107,0.391,0.168687657562988
"Tmbim6",3.35349960786211e-05,-0.471763380482001,0.554,0.857,0.169854755138216
"Ddb1",3.44938711455845e-05,-0.573004637033918,0.196,0.491,0.174711457352385
"Timm10",3.4605297513388e-05,-0.573944675781371,0.071,0.338,0.17527583190531
"Mgat4b",3.54408617481944e-05,-0.571145377524922,0.054,0.305,0.179507964754604
"Cox17",3.54583372272356e-05,-0.386272582860354,0.304,0.67,0.179596478055948
"Pdcd5",3.58461099440226e-05,-0.563610560477274,0.25,0.568,0.181560546866475
"Nfe2l2",3.61912275981517e-05,-0.372456174211667,0.089,0.393,0.183308567784639
"Ccdc124",3.66006136273152e-05,-0.446011716052518,0.161,0.469,0.185382108022352
"Tspan3",3.68288168183985e-05,-0.434447802461422,0.304,0.633,0.186537957185188
"Kdelr2",3.7062347347972e-05,-0.531841476592271,0.125,0.415,0.187720789317478
"Tstd1",3.76525116960823e-05,-0.619739642134055,0.089,0.365,0.190709971740657
"Trappc6a",3.78785230348974e-05,-0.4241367709824,0.232,0.576,0.191854719171755
"Nckap1",3.7911746720787e-05,-0.522151684380179,0.036,0.291,0.192022997140786
"Acot8",3.79547632512095e-05,-0.578678005449411,0.071,0.335,0.192240875867376
"Swi5",3.82415763845508e-05,-0.534197480409729,0.429,0.719,0.19369358438775
"Impa1",3.83709703276136e-05,-0.507326292753764,0.018,0.26,0.194348964709363
"Glud1",3.84838295120828e-05,-0.53356994422698,0.161,0.47,0.1949205964787
"Kxd1",3.85016460181002e-05,-0.447025159205993,0.071,0.345,0.195010837081677
"Pmf1",3.8874237038095e-05,-0.493026031925076,0.054,0.32,0.196898010597951
"Ssbp1",3.88768757664803e-05,-0.503686377772378,0.125,0.421,0.196911375757223
"Gm10053",3.89074156297405e-05,-0.411477321761949,0.036,0.299,0.197066060164636
"Mrps18a",3.89817335318236e-05,-0.4576610234392,0.161,0.473,0.197442480338687
"Rab7",3.90267361913447e-05,-0.43663581023529,0.107,0.39,0.197670418809161
"Akr1b3",3.92772042957528e-05,-0.425516610602808,0.054,0.326,0.198939039757988
"Psmd7",3.94523348459146e-05,-0.512471310353291,0.196,0.523,0.199826075994557
"Ddx5",3.97689718596756e-05,-0.504467626082173,0.446,0.751,0.201429842469257
"Arpc5",4.0037578559388e-05,-0.520899457070081,0.25,0.569,0.2027903354033
"Ppp1r11",4.03255560580474e-05,-0.471520432788752,0.107,0.387,0.20424894143401
"Mrpl45",4.03763267133356e-05,-0.460100050438646,0.054,0.317,0.204506094803045
"Ap1ar",4.05151876553946e-05,-0.559693153180953,0.018,0.259,0.205209425474574
"1110008L16Rik",4.05358541292493e-05,-0.497553153748373,0.018,0.271,0.205314101164647
"Ube2r2",4.07151209331185e-05,-0.559459170897413,0.054,0.305,0.206222087526245
"Wdr83os",4.07986463859818e-05,-0.410701189032155,0.214,0.526,0.206645143944998
"Selenoh",4.09672986675626e-05,-0.622359413999644,0.179,0.461,0.207499367751204
"Sf3b1",4.10243986449715e-05,-0.549725200368814,0.143,0.445,0.207788579136781
"Sec11a",4.11592660566159e-05,-0.401198923709522,0.286,0.627,0.20847168257676
"Hmgb3",4.18629580518589e-05,-0.570274254026444,0.179,0.463,0.212035882532665
"Hadha",4.20077571768981e-05,-0.466979003787531,0.125,0.411,0.212769290100989
"Cdk2ap2",4.21284505670374e-05,-0.500641868930447,0.286,0.605,0.213380602122044
"Sar1b",4.21974366845255e-05,-0.555210358135666,0.161,0.466,0.213730016807121
"A430005L14Rik",4.29995688729939e-05,-0.51026737915625,0.054,0.311,0.217792816341714
"Mtdh",4.35156097878052e-05,-0.590432282852072,0.071,0.335,0.220406563575233
"Timm9",4.3627852825265e-05,-0.495860977078741,0.071,0.334,0.220975074559967
"Plgrkt",4.36930186242514e-05,-0.466034723959368,0.143,0.432,0.221305139331833
"Cbr1",4.39803965907657e-05,-0.593897567073826,0.161,0.466,0.222760708732228
"Adipor1",4.41606146137807e-05,-0.47992316818094,0.107,0.392,0.223673513018799
"Ndufv1",4.41628670802492e-05,-0.507399062058602,0.375,0.69,0.223684921761462
"Ms4a10",4.41791957858067e-05,-0.733507042315844,0.054,0.317,0.223767626655111
"Ube2b",4.47758966068206e-05,-0.53315947870391,0.143,0.446,0.226789916313546
"Tcea3",4.51462948224061e-05,-0.379442278585815,0.071,0.352,0.228665983275487
"Pcna",4.5586706894549e-05,-0.582147750326428,0.071,0.327,0.230896670420891
"Cenpx",4.55992291430593e-05,-0.557521563906595,0.268,0.569,0.230960095609595
"Tmem126a",4.62691415100914e-05,-0.491095632765447,0.071,0.35,0.234353201748613
"H2-K1",4.69122243960959e-05,-0.601515891543616,0.536,0.841,0.237610416566226
"Abhd14a",4.72238198300556e-05,-0.487536140141169,0.071,0.345,0.239188647439232
"Bmt2",4.80011914431143e-05,-0.384871454590767,0.071,0.353,0.243126034659374
"Sephs2",4.80972747568892e-05,-0.502377422724776,0.179,0.482,0.243612696643644
"Eef1akmt1",4.82835040703322e-05,-0.487790362088612,0.036,0.291,0.244555948116232
"Lrpprc",4.86987982709419e-05,-0.49847293477373,0.018,0.267,0.246659413242321
"Sox4",4.88834470688196e-05,-0.769252553711232,0.036,0.293,0.247594659403571
"Vcp",4.91689593462666e-05,-0.564766823655267,0.357,0.713,0.249040779088841
"Odc1",4.93797309765875e-05,-0.478160218930465,0.107,0.399,0.250108337396416
"Polr2e",4.95040478510299e-05,-0.38527818461037,0.196,0.522,0.250738002365466
"Nfs1",5.01431494626239e-05,-0.475982950818531,0.018,0.261,0.25397505202819
"Decr1",5.07673637632648e-05,-0.524325382180056,0.054,0.304,0.257136697460936
"Rtf1",5.08442720408089e-05,-0.535675870772963,0.036,0.289,0.257526237886697
"Aimp1",5.0903768262266e-05,-0.359313075344344,0.179,0.496,0.257827586248377
"Fam96b",5.10099814752727e-05,-0.485852298152219,0.107,0.393,0.258365556172256
"Mycbp",5.10928501814353e-05,-0.484393468160768,0.036,0.291,0.25878528616897
"Stt3b",5.13344858200205e-05,-0.419865463007676,0.071,0.352,0.260009170678404
"Stip1",5.19477711109567e-05,-0.518350238895968,0.054,0.32,0.263115460676996
"Galk1",5.209549428461e-05,-0.521443972201684,0.071,0.342,0.26386367855155
"Prkar2a",5.22481089806126e-05,-0.575615177522729,0.054,0.301,0.264636671986803
"Ppig",5.24439998221655e-05,-0.47834015985571,0.089,0.378,0.265628859099268
"Fam173a",5.28985752545996e-05,-0.251895586746854,0.161,0.462,0.267931283664547
"Lgals3",5.29467332511571e-05,-0.991438460724711,0.161,0.42,0.268175203917111
"Aldh9a1",5.30011304464584e-05,-0.511993093616263,0.089,0.368,0.268450725711312
"Syngr2",5.3146104733791e-05,-0.478784214423584,0.232,0.544,0.269185020476651
"Gclm",5.47441317219935e-05,-0.543055036797743,0.089,0.363,0.277279027171897
"Vil1",5.48274967962553e-05,-0.669059671236388,0.268,0.582,0.277701271273033
"Aig1",5.48766807383879e-05,-0.457996484107918,0.125,0.404,0.277950387939935
"Mvb12a",5.51734871047246e-05,-0.445571371683861,0.125,0.423,0.27945371218543
"Elavl1",5.52815419883892e-05,-0.475780753824412,0.107,0.387,0.280001010171191
"Tpr",5.55009697228228e-05,-0.547954324744456,0.071,0.332,0.281112411646098
"Glrx5",5.56498144810498e-05,-0.511890233792871,0.304,0.591,0.281866310346517
"Mcm7",5.61197370875495e-05,-0.537308242549323,0.054,0.314,0.284246468348438
"Ergic3",5.63147703976937e-05,-0.495117464133795,0.268,0.594,0.285234312064319
"Tbcb",5.63407692294305e-05,-0.442395058834879,0.161,0.458,0.285365996147065
"Smu1",5.65522131774088e-05,-0.422597502377053,0.071,0.338,0.286436959743576
"Timm22",5.74247716862076e-05,-0.464659229687106,0.036,0.287,0.290856468590642
"Coro1c",5.76778393089977e-05,-0.491188377802668,0.018,0.263,0.292138256100073
"Dcps",5.78323324149926e-05,-0.46985179240942,0.018,0.251,0.292920763681938
"Uqcc2",5.78783357355741e-05,-0.418470156472011,0.232,0.544,0.293153770500683
"Mydgf",5.81958086848815e-05,-0.335271876307359,0.268,0.599,0.294761770988925
"Tmem120a",5.84945527889359e-05,-0.585048956172293,0.054,0.312,0.296274909875961
"Babam1",5.88280751738002e-05,-0.438651975321752,0.071,0.351,0.297964200755298
"Rad23b",5.89218571912663e-05,-0.437190282677979,0.071,0.34,0.298439206673764
"Tra2b",5.96045999920171e-05,-0.555735905366354,0.107,0.365,0.301897298959567
"Grcc10",5.97110913575443e-05,-0.393524268463196,0.143,0.458,0.302436677725962
"Smarcb1",5.98404451960699e-05,-0.516211966438095,0.107,0.369,0.303091854918094
"Eif4e2",6.02196705887469e-05,-0.381313666458894,0.196,0.524,0.305012631532003
"Ptbp1",6.03314248659346e-05,-0.492632470043683,0.161,0.466,0.305578666945959
"Bag1",6.09183672877024e-05,-0.487592953777062,0.375,0.689,0.308551530312213
"Psmg3",6.18407550361081e-05,-0.412272315295381,0.054,0.325,0.313223424257887
"1500011K16Rik",6.19186769720712e-05,-0.544759930249711,0.125,0.393,0.313618098863541
"Tpd52l2",6.20145880616407e-05,-0.476700321348029,0.054,0.31,0.31410388853221
"Atxn7l3b",6.20200111832652e-05,-0.535106622699145,0.143,0.436,0.314131356643238
"Tmbim1",6.20489164707165e-05,-0.505844071764834,0.071,0.334,0.314277761924179
"Csde1",6.22950440150142e-05,-0.456528199812904,0.089,0.363,0.315524397936047
"Calml4",6.26471127117218e-05,-0.503088743405624,0.393,0.731,0.317307625884871
"Hes6",6.27363031311644e-05,-0.513170212717752,0.143,0.432,0.317759375359348
"Puf60",6.28277060606608e-05,-0.521070418111341,0.125,0.403,0.318222331197247
"Rab8a",6.30727459649492e-05,-0.523333496896462,0.107,0.371,0.319463458312468
"Ahcyl2",6.32919736495803e-05,-0.567829502282886,0.089,0.365,0.320573846535124
"Npepl1",6.35764123500298e-05,-0.484652659481907,0,0.228,0.322014528552901
"Tmem183a",6.49124362817677e-05,-0.474270273658396,0.107,0.394,0.328781489767153
"Pfkp",6.50207526173548e-05,-0.574861628196248,0.036,0.286,0.329330112006902
"Fgfbp1",6.5473864436017e-05,-0.657172038653209,0.125,0.39,0.331625123368426
"Rbm7",6.55993175398115e-05,-0.444732188558878,0.018,0.26,0.332260543339145
"Hmbs",6.57331905483979e-05,-0.477263715315957,0.054,0.312,0.332938610127635
"Mrpl38",6.58441804671114e-05,-0.503486747956209,0.143,0.43,0.333500774065919
"Cox19",6.72327779064007e-05,-0.409737142435021,0.107,0.387,0.340534020095919
"Cbx1",6.80670699317525e-05,-0.568953550488687,0.161,0.439,0.344759709204327
"Akr1c12",6.83279318723352e-05,-0.401189738677991,0.089,0.359,0.346080974933378
"Mrpl37",6.83846326325366e-05,-0.47560808751254,0.054,0.307,0.346368164283798
"Mcrs1",6.95351167124411e-05,-0.497206659241562,0.054,0.305,0.352195366148514
"Ilkap",6.99784985400936e-05,-0.503892197981554,0.054,0.31,0.354441095105574
"Rab6a",7.02931035914093e-05,-0.471813618197495,0.036,0.286,0.356034569690488
"Gtf3a",7.04137116738902e-05,-0.447417955509156,0.054,0.317,0.356645449628254
"Top1",7.11713476053735e-05,-0.523328342649347,0.143,0.429,0.360482875621217
"Hras",7.18522631844072e-05,-0.449143129429079,0.089,0.356,0.363931713029023
"Strap",7.21670076964904e-05,-0.458536365465134,0.143,0.428,0.365525893982724
"Oxct1",7.24649170920028e-05,-0.49954383580144,0.089,0.36,0.367034805070994
"Ogdh",7.2782869179014e-05,-0.655983751085272,0.125,0.398,0.368645232391706
"Tradd",7.3107945564165e-05,-0.516785745925572,0.071,0.324,0.370291744282496
"Hspa4",7.3583339815214e-05,-0.526886442397413,0.089,0.356,0.372699616164059
"Nudt1",7.41178043851801e-05,-0.434681071522463,0.018,0.252,0.375406679210937
"Rps27l",7.45339130703273e-05,-0.392453003617937,0.607,0.888,0.377514269701208
"Spint1",7.47863958768174e-05,-0.505632977949375,0.107,0.373,0.37879309511608
"Tsfm",7.47941582118936e-05,-0.504002533728371,0.196,0.485,0.378832411343241
"Bri3",7.53857386916803e-05,-0.509181865256085,0.429,0.689,0.38182876647336
"Cda",7.58682216392537e-05,-0.560862498908752,0.143,0.435,0.38427254260282
"Tfam",7.68075312729538e-05,-0.463442267619195,0.089,0.36,0.389030145897511
"Supt4a",7.86834634658058e-05,-0.482562878136576,0.143,0.428,0.398531742454306
"Scamp2",7.88984051683495e-05,-0.50922067423491,0.089,0.352,0.39962042217769
"Cldnd1",7.91475322412293e-05,-0.520281116302517,0.018,0.25,0.400882250801826
"Gm8797",7.97823329848656e-05,-0.339573631951662,0.089,0.376,0.404097516568344
"Gtf2i",7.98466041167728e-05,-0.526223842444259,0,0.223,0.404423049851454
"Sdc1",8.00762962813482e-05,-0.511801150757885,0.036,0.271,0.405586440665029
"Spr",8.09133176919992e-05,-0.485210719591367,0.232,0.527,0.409825954109976
"Fdx1",8.12435240065948e-05,-0.446079414944682,0.089,0.366,0.411498449093403
"Bpnt1",8.13644632045257e-05,-0.537149556707243,0.107,0.376,0.412111006130922
"Ap2m1",8.14003188214308e-05,-0.344529381729024,0.286,0.616,0.412292614830547
"Tmem238",8.17264632235874e-05,-0.462811380331148,0.321,0.655,0.41394453622747
"Mrps25",8.18493327561616e-05,-0.457569335542753,0.125,0.411,0.414566870409959
"Dnajb6",8.2765384729947e-05,-0.412035734753142,0.125,0.41,0.419206673657182
"Pnisr",8.31247410554266e-05,-0.547244732603582,0.036,0.284,0.421026813445736
"Tcea1",8.3231098598988e-05,-0.434476001711134,0.018,0.244,0.421565514403874
"Sat1",8.35394037359386e-05,-0.480632700024392,0.107,0.395,0.423127079922529
"Prdx3",8.37759452439448e-05,-0.475666459646083,0.179,0.466,0.424325162660581
"Ergic2",8.63910454210759e-05,-0.504095618118598,0.018,0.248,0.437570645057749
"Got2",8.67012655858951e-05,-0.480150847063852,0.018,0.25,0.439141910192559
"Arg2",8.76180109509379e-05,-0.794691345952904,0.071,0.322,0.4437852254665
"Add3",8.76516507373697e-05,-0.439714448132978,0.018,0.253,0.443955610984778
"Trim2",8.85625176833966e-05,-0.405194094534188,0.125,0.421,0.448569152066404
"Rangrf",8.87780193798071e-05,-0.525126046016934,0.196,0.487,0.449660668158723
"Gm17541",8.90994768450849e-05,-0.332264898131924,0.036,0.275,0.451288850220355
"Ube2j2",8.9265600997542e-05,-0.440194431046371,0.143,0.426,0.45213026905255
"Ube2e3",9.06382857728612e-05,-0.411104847533117,0.071,0.338,0.459082917439542
"Luc7l3",9.07545913318338e-05,-0.510316810703873,0.089,0.355,0.459672005095738
"Selenot",9.09039981249953e-05,-0.473111401306978,0.089,0.358,0.460428750503101
"Prdx4",9.22672520288643e-05,-0.518923478426906,0.107,0.365,0.467333631526198
"Aars",9.37905033447317e-05,-0.476527913342462,0.125,0.407,0.475048899441066
"Coq9",9.43309316232973e-05,-0.440847257846005,0.107,0.378,0.477786168672001
"Chtf8",9.44196436402968e-05,-0.415257816987981,0.018,0.241,0.478235495038103
"Slc12a2",9.57886602639456e-05,-0.638261817397749,0.143,0.41,0.485169564236884
"Parl",9.67942180646791e-05,-0.524729104837754,0.107,0.365,0.4902627144976
"Chmp4b",9.72037323172489e-05,-0.406554891866008,0.25,0.562,0.492336904186866
"Sfpq",9.74594708937428e-05,-0.332277617305303,0.179,0.483,0.493632220076807
"Camk2d",9.83851084524697e-05,-0.580928623023442,0.036,0.27,0.498320574311759
"Prr15l",9.8728822959893e-05,-0.349467079284208,0.268,0.591,0.500061488291858
"Idh2",9.95399412292591e-05,-0.475522083460264,0.196,0.495,0.504169802326197
"Endog",0.00010220601640498,-0.457883607881891,0.071,0.323,0.517673473091226
"Prrc2a",0.000104229942087001,-0.483505831790446,0.018,0.249,0.52792465667066
"Trim28",0.000104768623338815,-0.506082722042678,0.161,0.433,0.530653077211096
"Krcc1",0.000104800157181755,-0.267810637083745,0.161,0.469,0.530812796125591
"Tyms",0.000105030598447302,-0.528016556608691,0.089,0.347,0.531979981135586
"Bdh1",0.000105465317814025,-0.411748494115535,0.143,0.44,0.534181834728038
"Fam96a",0.0001056589378566,-0.385031868665671,0.268,0.573,0.535162520243678
"Cfdp1",0.000105986386646855,-0.509872573501073,0.214,0.499,0.536821048366318
"D10Jhu81e",0.000107864868861588,-0.42607574394406,0.054,0.306,0.546335560783944
"Metrnl",0.000108893906472083,-0.493719697280562,0,0.216,0.5515476362811
"Nipsnap3b",0.000110795620404335,-0.491117568011366,0.107,0.373,0.561179817347956
"Cct5",0.000110824313584232,-0.39865608748443,0.357,0.662,0.561325148304135
"Muc3",0.000111767055817447,-0.687872875675444,0.054,0.303,0.566100137715367
"2510002D24Rik",0.000113984874503968,-0.372768371351646,0.071,0.341,0.577333389362599
"2610528J11Rik",0.00011449325672347,-0.456394755240927,0.161,0.441,0.579908345304375
"Prpf8",0.000114609027448653,-0.414814808561436,0.036,0.277,0.580494724027429
"1700123O20Rik",0.000114711213593435,-0.468983725486118,0.089,0.351,0.581012296850748
"Zbtb8os",0.000115149524627676,-0.515974673052455,0.036,0.267,0.583232342239177
"Slc25a1",0.000115652516516154,-0.440193228557429,0.018,0.247,0.585779996154321
"Eif1ax",0.000116764866209693,-0.287711161902755,0.143,0.425,0.591414047352096
"Dnajc2",0.00011822010353936,-0.533775068060732,0.071,0.319,0.598784824426857
"Mrpl22",0.000118284697022817,-0.431964636916996,0.071,0.322,0.599111990420567
"Gna11",0.000118537851764441,-0.49560967528086,0.196,0.481,0.600394219186896
"Tbca",0.000119135298800049,-0.41277909167484,0.357,0.687,0.603420288422248
"Prss32",0.000119792264404508,-0.542769509601986,0.286,0.564,0.606747819208834
"Maf1",0.000119925779944707,-0.527325464965029,0.089,0.345,0.607424075419943
"Ttc14",0.00012179459467853,-0.554393527300871,0,0.213,0.616889622046753
"Kars",0.000122002871780694,-0.457259041820641,0.071,0.322,0.617944545569217
"Commd3",0.000122155416048832,-0.470290321513156,0.089,0.353,0.618717182287336
"Eps8l3",0.000122169830425468,-0.543111650978033,0.161,0.435,0.618790191104995
"Chmp4c",0.00012387422843781,-0.510448556148912,0.054,0.297,0.62742296703751
"Car9",0.000124147616851168,-0.435395207900815,0.054,0.305,0.628807679351168
"Ndufs4",0.000124855237529615,-0.384705363566582,0.375,0.711,0.632391778087499
"Vbp1",0.00012524292947093,-0.440474110231669,0,0.213,0.634355437770261
"Isca2",0.000125242934616059,-0.418491853071919,0,0.213,0.63435546383034
"Dap3",0.000126209172946467,-0.44470849458154,0.125,0.39,0.639249460973854
"Tspan15",0.0001265576941611,-0.338346697730165,0.107,0.398,0.641014720925973
"Sbds",0.000126993158753736,-0.486336170624199,0.054,0.295,0.643220349087675
"BC031181",0.000128495397834797,-0.270204992613814,0.196,0.515,0.650829190033247
"Capza2",0.000129507842048583,-0.357185899272824,0.125,0.41,0.655957219976075
"Bad",0.000129888628269221,-0.506815144532939,0.107,0.355,0.657885902183606
"Lsm8",0.00012997688806887,-0.514113153247622,0.107,0.36,0.658332938068828
"Imp3",0.000130051445643229,-0.400069978363939,0.143,0.426,0.658710572182954
"Rab11b",0.000130411000504818,-0.339409243840188,0.125,0.4,0.660531717556903
"Polr2c",0.000130984100386606,-0.488833874939716,0.125,0.39,0.663434468458157
"Mtch1",0.000133122190150255,-0.555434244538599,0.214,0.483,0.674263893111042
"Mrpl40",0.000133246900104382,-0.454504839300911,0.125,0.39,0.674895549028696
"Cog8",0.000133527188252264,-0.362337627631648,0.018,0.246,0.676315208497717
"Acsl5",0.000133645778305815,-0.719587822283474,0.143,0.401,0.676915867118953
"Actl6a",0.00013380054109631,-0.454795995369661,0.107,0.39,0.677699740652809
"Polr2m",0.000134714985551807,-0.322655875251997,0.107,0.394,0.682331401819903
"Tuba1c",0.000135388745602743,-0.499152157192964,0.107,0.37,0.685743996477893
"Gstm5",0.000135477409383246,-0.495336347352394,0.054,0.292,0.68619307852614
"Slirp",0.000136363147030905,-0.396802253576558,0.179,0.49,0.690679339711535
"Agpat2",0.000136542300444465,-0.517600681872753,0.107,0.365,0.691586751751213
"Abhd11os",0.000136953351065268,-0.51875943231826,0.357,0.645,0.693668723145585
"Polr2i",0.000137133130741304,-0.478492215088308,0.125,0.378,0.694579307204707
"Mlx",0.000138190307495472,-0.411942758350064,0.054,0.297,0.699933907464565
"Tcf3",0.000138507280678611,-0.493275704692085,0.054,0.296,0.701539376637164
"Aldh2",0.000140191574423881,-0.440495068276065,0.143,0.433,0.710070324456959
"Fuom",0.000140486453403337,-0.429069131653379,0.143,0.418,0.711563886487901
"Tcn2",0.000141809483561255,-0.5151211940626,0.054,0.292,0.718265034237756
"Letm1",0.000142092583669123,-0.310881741873187,0.125,0.395,0.719698936284111
"Pfdn2",0.000142889449490844,-0.517326724346046,0.268,0.545,0.723735061671125
"Casp1",0.000142991335412949,-0.391004284040273,0.071,0.333,0.724251113866587
"Gltp",0.000143671905104207,-0.446986368815626,0.071,0.323,0.727698199352807
"Canx",0.000144451605933225,-0.424230683796032,0.196,0.492,0.731647384051785
"Fcf1",0.000146373013918475,-0.312150351771898,0.143,0.416,0.741379315497073
"Cnpy2",0.00014646599937678,-0.434857382116438,0.304,0.637,0.741850286843391
"Naa50",0.000146904144106196,-0.407007971474178,0.071,0.312,0.744069489897881
"Dtymk",0.000147364069280626,-0.532848841918945,0.196,0.456,0.746399010906372
"Utp11",0.000147385639059837,-0.50174836377862,0.089,0.33,0.746508261838076
"Cebpg",0.000147488316707456,-0.51769212232642,0.089,0.332,0.747028324123264
"Plscr1",0.000147581893580026,-0.438938662485573,0.018,0.243,0.747502290982831
"Stk25",0.000147950462211586,-0.484587978246321,0.107,0.373,0.749369091101682
"Eif3c",0.00014861133333606,-0.496763772910886,0.143,0.408,0.752716403347145
"Vmp1",0.000149844061036493,-0.435345313673447,0.125,0.412,0.758960169149836
"Arf4",0.000150938473798343,-0.490474541856313,0.179,0.459,0.764503369788608
"Pnn",0.000152951254960971,-0.421416646486257,0.054,0.306,0.77469810637732
"Acadm",0.000153356716439657,-0.429026554879946,0.107,0.357,0.776751768766864
"Il17rc",0.000154267724625523,-0.561912783605283,0.071,0.309,0.781366025228274
"Otc",0.000154419803910137,-0.453437053348077,0.179,0.476,0.782136306804845
"Frg1",0.000155827515718663,-0.489603817043635,0.054,0.281,0.789266367115028
"Tm6sf2",0.000159179241718749,-0.66444053059521,0.054,0.273,0.806242859305463
"Hdac1",0.000159387096667797,-0.443053700229405,0.071,0.309,0.807295644622393
"Shisa5",0.000159672807564217,-0.616754947287601,0.036,0.265,0.808742770312759
"Rbfa",0.000161248519080006,-0.498389543989434,0.054,0.286,0.816723749140231
"Fdps",0.000161285456060197,-0.461015337215032,0.179,0.469,0.816910834944897
"Pet100",0.000162292729376342,-0.49749513645261,0.089,0.331,0.822012674291173
"Srrm1",0.000163731190796076,-0.497340587723695,0.107,0.366,0.829298481382124
"Slc35g1",0.000165322614074315,-0.45155633761008,0,0.206,0.837359040286405
"F11r",0.000166194184513889,-0.44920205794753,0.089,0.339,0.841773544562849
